Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
52339.3,6065.5,2297.2,5360.5,8544.4,3300.1,3117.4,2230.6,3727.7,2346.9,4892.3,1487.4,2796.7,2131.4,4882.4,12078.9,11087.1,3534.5,805.2,9135.1,6647.7,0,0,1895.7,2230,2238.2,1028.3,977.6,803.1,887,1167.2,1356.6,999.3
57015.1,6607.4,2387.8,5720.9,8877.7,3460.4,3216.9,2366.1,3772.3,2509.7,5714.4,1549.5,3762.5,2237.2,6232.2,13078.3,11414.7,4498.4,795.7,9340.4,6997.1,0,0,2286.5,2342.3,2513.8,1085.4,1094.3,802.6,988.1,1540.9,1786.8,1095.3
58316.1,6793.3,2408.1,5815.3,8969.8,3535.4,3322,2438.9,3802.3,2547.8,5879.4,1581.4,4076,2290.3,6586.2,13473,11484,4661.5,833.2,9274.7,7068.4,0,0,2402.9,2429.8,2594.4,1139.5,1117.7,940,1049.1,1555.5,2034,1115.5
58088.7,6764.7,2403.4,5781.3,8817,3533.9,3338.2,2463.6,3809.3,2552.6,5569.9,1590.8,3898.1,2281.7,6701.2,13448.9,11427,4562.4,856.1,9190.4,7070.2,0,0,2335.6,2754.6,2590.5,1197.6,1129.3,874,1069.4,1533.7,2060.8,1105.6
57875.6,6647.3,2396,5720.8,8744.6,3519.8,3331.8,2483.6,3821.6,2535.5,5374.2,1576,3656,2283.2,6804.2,13469.6,11395.7,4562,889.8,9183.1,7187.5,0,0,2317.9,2787.4,2588.9,1243.5,1122.1,874.1,1063.8,1522.3,2046.6,1091.5
57337.4,6545.7,2391.9,5634.7,8382.8,3506.2,3333.7,2497.1,3819.6,2515.2,5215.2,1574.5,3494.8,2257.2,6786.4,13404.1,11303.3,4525,924.4,9207.6,7087.7,0,0,2207.7,3069.6,2539.1,1299,1103.1,874.3,1027.1,1511,2023.7,1074.3
57157.1,6527.8,2397.8,5570.1,7818.1,3496.4,3323.1,2481.6,3804.9,2421.6,5121.6,1589,3441.4,2224.8,6696.3,13246.3,11235.5,4443.6,937.1,9219.3,7027.1,0,0,2088.1,3437.1,2491.4,1322.7,1112.3,874.6,1059,1511.3,2037.8,1060.5
56787.6,6447,2411.3,5510.7,7396.3,3498.6,3316.8,2499.2,3825.7,2491.5,5191.5,1606.2,3197,2203.7,6539.8,13080.1,11286.1,4387.9,963.3,9236.8,7029.8,0,0,2001,3673.4,2469.6,1361.8,1110.7,874.4,1062.5,1512.3,2023.5,1049.5
56868.3,6472.9,2416,5488.6,7107.5,3514,3299.4,2507,3826.3,2492.1,5192.1,1615.8,3256,2203.9,6604.1,12979.1,11323.3,4282.2,1014.4,9390.3,6979.4,0,0,1942,3856.1,2443.1,1398.8,1137.8,874,1068,1419.8,2027.9,997.5
57290.6,6575.6,2345.6,5512.9,6887.4,3533.6,3323.9,2522.1,3833.6,2512.1,5312.1,1627,3356.1,2257.2,6704.5,13133.6,11303.4,4256.1,1078.9,9477.6,7013,0,0,1875,4011.5,2411.7,1431.6,1175.9,874.3,1125.6,1452.3,1954.6,1022.4
58067.9,6709.1,2370.5,5562.3,6939.4,3545.9,3329,2493.9,3842.4,2541.4,5341.4,1594.7,3518.4,2290.7,6838,13374.4,11480.4,4261.6,1106.8,9400.2,7204,0,0,1951.3,4056.2,2489.6,1432.4,1161.2,874.7,1143.6,1363.6,2079.8,902.5
57726.4,6638.6,2332,5538.4,7052.6,3525.1,3296.9,2456.7,3833.6,2529.6,5329.6,1581.4,3422.9,2255.2,6744.9,13198,11304.9,4159.2,1148.5,9357.2,7228,0,0,2100.9,4021.7,2614.3,1401.8,1133.9,875.4,1123,1364.9,2046.5,900.3
56383,6552.9,2327.8,5487.9,6895.9,3496.7,3247.5,2433,3832.2,2499.5,5299.5,1543.7,3249.3,2343.4,6242.6,12924.5,11260.1,4022.1,1219.4,9329.8,7048.2,0,0,1968.2,3925.2,2546.7,1387,1092.1,876.9,1082.2,1365.2,1841.6,987.5
54426.8,6330.2,2300.2,5376.7,6596.6,3462.6,3114.8,2429.1,3812.9,2447.6,5147.6,1522.3,2850.2,2278.8,5260.4,12566.4,11235.7,3716.8,1275.7,9143.7,6908.2,0,0,1838.2,3901.3,2373.9,1384.6,1047.9,878.8,1041.3,1275.4,1427.4,1060.5
