Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
1140670.3,119333.7,49438.1,119437.8,164634.9,62214.3,37595.6,51902.9,51229.4,54715.2,115041.4,31495.6,80797.5,45565.1,135847.6,264218.5,270340.6,96800.1,26732.6,168031.2,125772.2,55927.8,51348.3,49386.6,28885.2,24783.9,26540.4,5642,300,27110.6,12061.5
1146688.6,120223.9,52011.2,120022.4,171293.1,62638.5,39538.2,50802.5,54820.3,56145,116316.1,31450.9,79717.5,45245.4,135616.1,275691.2,269922.4,96027.1,25138.8,167812.8,125706.5,51205.6,41873,48391.4,30060.8,24647.2,29358.7,5594.4,303,27209.3,11431.9
1137905.7,121036.4,51466.1,122305.2,163511.9,62335.2,36585.4,51495.2,50323,57059.4,108527.5,31066.5,78562.4,46585.1,127781.6,272325.7,268583.7,95072,28548.4,169872.1,125863.2,40883.5,61010,47637.2,32472.3,23787.1,29667.2,6042.1,544,27730.3,11786.3
1128667.8,121168.7,49180.2,120215,158389.2,63565,33883,51448.2,48639.9,56764.1,93277.7,30913.2,78968.4,45175.7,133598.9,267792.6,272538.1,94602.2,31647.6,167347.6,126856.1,40018.5,66082.5,48275.6,31623.2,23762.3,27948.6,5986.5,306.4,25919.5,10014.9
1125395,116133.4,47192.6,118449.5,162336.9,61505.3,33870,49453.7,50192.8,56210.8,96339.2,31569.4,79778.9,44106.6,136755.7,269528.1,268845.7,97703,25139,168413.6,130747.5,44656.2,53881.8,45310,31551.9,24000.2,28908.1,5989.9,1110.4,26010.9,12390.1
978394,107520.7,45099.9,111741.6,116306,60546,25703.3,46934.2,36714.5,53317.7,74529.6,29471,38985.4,43877.3,125476.3,231679.8,272425.6,67831,30845.6,157099.4,107456.9,24518.2,68435.4,34598.8,40261.7,19991.5,26176.3,5929.3,525,24220.3,10335.3
960377.6,104382.4,44718.5,115059.9,119265.6,59244.9,24195.7,46334.5,36712.2,52488.7,73958.9,28898.9,35434.1,41878.2,111186.1,223360.6,274670.3,64022.8,31996.8,148540.3,107331.8,25615.8,64736.5,36180.4,40876.9,18393.9,19933.9,5902.7,180,24707.6,9814.3
1104102.1,120418.5,49871.5,120578.8,168394.8,62076.4,38207.1,50096.8,49076.1,56143.9,106394.6,30958.5,69085.3,44724.6,129157.3,253567.4,275139.4,90365.1,31908.1,166302.7,114189.4,53227.9,50533.6,47992.8,21479.7,22034.7,30189.6,5351.6,399.6,26933.2,16746.8
1145775.3,123843.2,50581.1,123656.2,183282,65040.4,43458.7,49919.4,57355.1,56612.9,117358.5,30904.8,76500,44776.3,139839.5,268514.4,271192.1,98895.3,22848.2,163256.2,119040,60718.9,44683,51715.3,19051.4,22008.6,28967.3,5853.1,1905.7,24689,14341.4
1174727.3,125791.1,51478.6,121851.8,186975.6,66025.9,48331.3,50973.7,67473.7,57675.3,125569,31332,81791.1,46590.1,138901.2,279069.6,267505.7,101511.4,21124.1,165917.7,121364.6,65308.3,42831.2,49938.2,19374,23420.5,28888.5,5691.3,599.7,24030.3,12918.9
1158038.7,125049.5,51141.3,121384,177337.1,67981.3,45569,52254.7,54656.2,58408.9,116933.2,31819.1,79041.8,47407.1,137352.7,278287.4,267198,94563.6,22805,166889.7,121787.7,49495.4,52595.8,45822.1,27607.7,23277.5,29951.3,6783.5,450,25157.1,10154.1
1129272.2,119657.2,50463.7,121753.8,166510.9,65662.4,39478.5,51954,49090.9,58497.7,112650,31662.7,76560.3,46866,143136.3,259297.2,269725.1,93650.1,25178.1,165981.5,118443.6,49576.1,45503.5,47800.6,28520.8,22830.2,31354.4,5139.2,943.3,27394.8,10164.1
998802.6,108241.1,48539.3,111954.2,131761,63453.2,30361.4,48530.3,38575.4,55036.8,78554.8,29886.2,43975.2,42873.5,124694.6,229923.8,270834.5,74205.7,24424.8,148996.3,107464.8,31038.3,63146.9,36752.6,36935.2,19040.1,21986.2,6289.2,843.1,24150.3,8274.4
942389.8,103912.5,46390.7,104464.2,116341.8,61063.1,26787.5,46954.9,35227.8,53551.7,65307.4,29159.2,32568.1,44359,114016.7,216395.9,271600.1,66227,28361.2,140151.1,101669.8,26063.8,66466.8,33533.6,40017.1,18120.9,19817.9,5770.2,339.6,23925.4,8740
1048466.1,113662.6,48421.8,112434.3,139801.9,63551,33284,48878.8,39126,55909.3,82904.3,31097,60449.1,43076.7,132489.2,239498.4,272948.6,86357.6,30167.3,156397.5,105351.3,39354.4,62307,42636.2,35440.8,18202.4,27177,5501.2,828.6,24709.1,10569.6
1069326.4,108666.4,49104.9,112592.1,160083.6,62500.3,35205.4,47419.2,42496.3,55045.7,97321.7,29819.8,65151.7,42135.7,131342.1,255096.7,268622.3,91105.4,27442.4,154976.9,111720.5,47521.7,47662.6,45066.5,29337.2,20976.2,25408.7,5582.9,498.8,23856,10963.3
1118958.8,107702.5,53462.2,116828.8,174720.8,62409.8,44564.3,48332.8,54124.4,56103.2,113521.9,30018.3,70495.9,42523.5,138076.2,264234.1,266157.4,95810.2,23585.8,161392.8,116351.6,67603.6,39600.9,48808.3,20158.4,22067.2,27293.1,5466.9,891.7,24610.4,10907.8
1140648.1,107939.3,52557,116646.4,184054.6,63398.5,43551.3,48306,52518.3,56076.2,114134.1,30208.8,69653.6,42940.1,139897.7,265942.9,264587.3,103405.8,21791.3,162284.8,115629.1,72365.4,56247.4,51476.7,20086.3,22869.9,28033.1,5425.7,1082.3,26030.2,11493.3
1133176.5,110880,51834.3,119483.6,187340,63182.1,36084.2,47131,52580.5,56886,111668.4,30964.8,76597.8,44556.3,136036.9,255515.4,266949.9,96872.6,23200.3,159294.9,116351.3,78073.4,47998.7,49490.4,21064.3,23031.4,26206.6,5540,533.8,25036.3,11491.2
1046008.1,105218.6,52431.1,117218.5,177381.7,60659.6,31012.1,45439.8,49360.2,53992.1,109614.7,29333.1,69023.3,41529.6,127449,237014,267149.2,89091.9,16117.4,143733.3,106585.9,57991.6,18925.1,47546.1,20675.7,19438.9,20998.7,5011.3,803.9,23613.7,9304.1
986681,102291.2,50928.1,110070.4,143230.1,58914.2,25637.4,44859.7,41591.8,53880.6,90516.2,28951,57334.4,41253.5,124733.3,233194.3,266977,70295.4,20434.6,142797.4,105515.2,40953.7,36503.3,39647.4,22826.2,19239.4,20178.2,5006,439.8,24003.3,8511.9
1064946.2,112089.4,45497.1,112958.6,168117.6,62742.7,29978.5,48596.2,45195.2,56154.7,93563.4,31393,72808.4,45989.8,123089.3,256736.4,266588.7,81797.3,21990.3,158704.7,109838.3,39389.5,56394.4,46010.9,27920.6,21537.9,28695.3,5473.3,1714.1,28786.5,16969.7
1124650.4,114048.5,43012.5,118978.1,185043.8,62374.1,40794.8,49176.3,56150.8,56123.5,115326.9,30653.6,85759.9,43461.8,132371.4,261423.2,268578.1,99062.2,20478.2,159370.5,113448.9,68779.4,39542,51064.4,22236,22904.2,30276.5,5374.3,1766.2,28610,16618.1
1131360.1,112729.8,44218.7,118820.5,193061.2,62824,42253.2,49111.1,58468.3,55796,117299.8,30859.2,84170.8,43063.3,134838.1,270451.1,268370,100868.6,18950.6,159317.8,113454.1,68242.3,34363.1,51245.2,19677.9,22751.5,32414.6,5387,1731.6,30680.5,18875.9
1097941.8,110236.5,42998.2,117560.7,168259.1,61873.5,36478.7,48455.3,49407.5,55359.3,110867.5,30248,78773.9,43487.3,138401.4,256168.5,273206.6,101440.4,19324.9,157437.2,111822.3,53818.5,42900.8,48704.6,21837.9,22874.5,28985.5,5689,1672.2,31019.4,19436.2
1025942.7,105748.7,43246.5,113600.7,141430.8,60286.1,26033.6,47593.9,40246.4,54092.8,83628.7,29863.5,59477.9,48164.5,128106,228991.6,277358.6,89191.7,24674.1,156806.8,108195.4,29652.5,61750.1,47701.2,26769.1,20738.7,27095.9,5439,2515.6,31622.5,18965.5
963683.8,99300,46391.2,109868.2,126094.8,58808.9,26959.8,44249.7,41399.5,51876.1,86512.1,27753.1,50135.6,39901.7,119330.2,210015.1,280153.7,77392.9,22914.9,140930.9,96826.1,43209.2,43401.3,40702.3,23559,18075.1,19787.7,10294.9,368.5,23966.9,12510.6
910397.8,96777.5,43062,100722.8,111183.7,56801.8,23772.8,43935,34195.5,51481.4,64973.9,28026.9,41527.8,44384.9,102301.2,201431.5,277437.2,69447.2,28336.9,134276.7,91977.3,30028.2,60663.7,34402.1,32625.7,17437.6,17679.9,9113.6,0,27411.9,15941.5
1039054,105719,45675.4,109274.8,150599.8,59402.9,34524.9,47665.6,47770.8,54605.3,100540.8,29190.9,69724.8,40488.4,133947.7,238383.6,273388.9,88368.8,19872.3,149556.2,102203,56193,36624.9,44804.5,20495.4,19849.3,25118.5,6479,200,32417.1,21711.2
1060077.8,104450.6,48436.2,111084.3,152963.1,60901.8,41380.4,47497.9,53372.9,54067.3,103959.9,29299.1,80739.4,42133.9,137125.2,251353.4,270160.7,90318.3,15610.9,151854.7,104458.6,59072,27729.8,43985.5,17515.2,20346.8,27830.3,6020.2,200,22179.5,13082.7
1056481.4,102177,49511.8,111028.3,151999.4,59231.8,36000.3,47340.7,48918.7,53082.1,102378.4,28454.8,78995.7,40497.8,140196.3,243236.7,273022.2,93240.3,16568.2,151035.3,104140.6,63841.1,31259.9,47660,16891.4,20701.6,26860.6,5289.5,2079.2,27102,15096.3
1055543.9,101489.5,49779.7,114404.4,151897.2,60185.3,34568.9,47676.7,46401.3,54425.6,102586.4,28730,80321.2,38474.7,139821.9,239192.2,271847.5,92139.9,19279.8,149751.8,102768.2,65247.2,32359.8,48872.1,18300.1,21041.7,26828.1,5727.1,379.2,28537.1,18756
1033553,104384.3,48044.6,112110.5,139291.9,60915,29209.5,46719.7,45559.5,54805.6,91162.6,29089.9,75561.8,41690.7,138128.5,232141.4,273446.2,88527.2,21237.9,150869.1,101851.7,50592.2,43892.6,47574.7,21689.3,19917.1,26631.2,5520.7,997.3,28106.5,16260
