Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,ELE Buy,ELE Sell,LV Buy,LV Sell,LT Buy,LT Sell
1002343.5,130105.2,60630.6,102021.5,121292.4,62402.1,21964.8,48890.4,66671.6,36005.8,30626.5,31773.3,66260.6,47088,106086.3,262977.4,259673.4,68172.2,38610.5,159988.6,125928.7,29541.6,72851.6,34704.8,44876.3,24821.4,32627.9,10256.5,647.6,,,21242.6,21242.6
992315.7,128351,57085.6,98738.4,118815.1,62440.8,21743.2,48501.2,68608.9,36479.5,28654.6,31417.4,61750.3,43870.2,104733.3,265470.3,259787,68169.9,36516.1,155968,127143.3,28318.2,73571.9,33909.1,46074.9,25268.6,32359.1,10726,785.3,,,19701.6,19701.6
1139845.5,146809.3,86993.4,109300.9,163199.6,62052.6,37528.1,50719.4,84319.7,40194.4,32315.1,32396.9,81265.1,46401.9,120544.1,304370.2,260222.2,88784.4,28475.9,178784.8,134725.3,47795.5,71582.6,40988.3,42823.1,26088.2,38880,10496.1,2308.7,,,23570.1,23570.1
1147042.5,144405,93593.1,110914.8,173023.2,61388.3,39650,51514.4,84199,39791.6,32547.3,33614.6,83490,46064.4,124401.5,295910.4,258114.4,93183.9,24657.4,171880.2,139357.6,59353,65930.1,43047.2,31178,26281.7,36615.9,11086.4,1678.4,,,24061.7,24061.7
1138437.5,138656.8,94003.9,112004.2,167916,61759.2,38632.5,51341.2,82662.5,39313.9,33713.1,33960.9,82545.6,47045.8,118521.6,291358.6,259864.6,93338.3,24844.6,170935.3,143019,59274.7,67936,45251.1,30360.3,25651.7,35116.8,10776.3,1531.5,,,25554.8,25554.8
1144542.4,142292,97354.5,112534.3,164570.7,62932.6,42049.5,51632.7,84223.1,39748.8,35771.3,33561.6,85161.3,47290.7,121427.7,302915.7,257251.1,87616.1,19507.3,173702.5,147667.1,57288.2,64268.6,40684.7,33047.6,26393.6,35392.8,10484.8,1385.7,,,25915.3,25915.3
1146407.7,146218,88561,113129.1,162483.8,63232,38899.3,52458.6,85049.5,39233.8,35838.7,33157.9,82308.4,48284.6,117120.9,311674.9,257026.3,86844.2,29367.1,176066.7,146800.4,48677.4,79613.4,39323.5,36202.8,27919.8,35385.7,9999.2,1562.4,,,27224.2,27224.2
1003478.1,127987.7,64464.3,104585.3,136187.2,61231.3,31845.8,49807.9,79234.7,35860.8,28928.9,30745.8,60710.5,41599.6,97333.2,268024.4,234465.9,73725.3,29091.7,153472.5,140701.3,32414.3,73467,36784,44749.4,24650,27596.7,9477.3,1589.6,,,24781.9,24781.9
966615.1,126946.7,54979.2,102778.7,128830.5,59146.1,26508.3,48465.2,79354.2,34883,27735.1,29301.8,56903.5,41305.7,89172.7,256428,230863.8,68501.3,31724.6,149765.9,140609.1,29093.5,68911.3,33686.6,51031.8,24081.5,25943.1,9046.6,863.4,,,20891.5,20891.5
1094365.8,137254.6,68161.5,109479.1,148090.3,60357.3,33281.1,50092.9,80757.2,39347.3,29417.8,31815.9,78770.7,44976.6,113521.3,282912.9,241967.5,82045.9,34312.4,176823,143777.4,39320,87897.5,44536.2,44197.4,27746.6,29695.3,10554.8,3415.7,,,25631.5,25631.5
1100415.1,139764.8,76290.9,113137.5,150895,61370,35331.6,50119.6,79601.7,39575.3,32005.1,32999.7,79464.4,47293.2,114702.7,281702.9,244191.4,83451.7,32862.9,171171.9,140395.7,42537.3,83861.8,44237.9,41150.2,26486.6,31661.8,11673.2,3106.4,,,26261.8,26261.8
1132633.6,145846.8,91668,116104.9,159328.4,61844,36124.2,50822.6,80316.4,40024,33525.9,32583.7,80290.2,46368.5,120190.7,288416.2,256047.9,88217.7,28969.8,168782.1,143211.4,52290.6,71363.9,44911.4,35928,25646.9,32303.8,10682.3,3273.1,,,25224.8,25224.8
1137339,148866.4,88469.8,116280,167892.5,63115.7,37830.1,51041.3,84568.9,39325.3,34848.2,32492.2,82030.3,47677.2,117829.3,291053,254903.6,87303.4,28847.9,172274.2,140436.3,52625.1,68996.6,43433.6,37550.9,24951.4,31872.9,9806.7,4168.2,,,25253.3,25253.3
1106336.5,147339.2,69660,114559.7,159186.9,62114.3,33497.4,49616.2,84666.2,41501.2,28164.7,31263.3,77642.7,45734.3,114976.3,293206.4,252525.9,82894.2,31870.7,169940.4,135968.3,42686.7,84663.6,38816.4,49283.9,26835.6,31950.4,10715.1,3166,,,27489.2,27489.2
1006226.4,135232.8,48259.4,107111.8,144579.6,61006.6,22877.1,48113,75320.9,37246.2,22135.5,28925.6,63911.9,41341.3,92187.7,265133.1,247164.3,77089.3,28198.1,147663.4,143920.2,32640.6,84593.6,35521.3,49665,23168.6,25282.7,9225.8,1323.4,,,26253.4,26253.4
977213.7,131611.4,45743.1,101473,143824.8,59183,23933.4,46915,77605.5,36355.8,19475.9,28229.2,63246.9,39052.6,81052,259096.6,247260.6,74498.7,31160,138495.9,135672.6,35040.6,83207.6,34136.3,37523.3,24044.4,25335.5,8946.1,2037.4,,,24997.2,24997.2
1054455.5,131693.5,60206.9,109235.3,155975,58200.8,29036.9,48494.7,78774,40528.5,22392.8,30737.6,75543,43892.1,105660.4,284062.5,249905.4,84776.2,29395.7,157472.3,137810.2,41023.4,83143.4,37819.3,44078.3,26905.5,31462.4,10521.1,1978.4,,,29995.2,29995.2
1031154.3,121344.9,58933.6,109738,148300.7,57797.8,30843.5,47645.1,77023,40753.5,21247.9,31006.7,77652.2,43601.9,106731.5,273247,249438.4,83932.2,28540.6,155966.7,136679.5,42817,76451.2,37474.1,39593.2,26286.3,29240.1,10541.7,1477.5,,,29722.6,29722.6
